oktmo,name,year,munipoliceworkers
4617410,Большетелекский сельсовет,2006,1.0
4617410,Большетелекский сельсовет,2007,1.0
4617410,Большетелекский сельсовет,2008,1.0
4617416,Добромысловский сельсовет,2006,1.0
4617416,Добромысловский сельсовет,2007,1.0
4617416,Добромысловский сельсовет,2008,1.0
4617419,Екатерининский сельсовет,2006,1.0
4617419,Екатерининский сельсовет,2007,1.0
4617419,Екатерининский сельсовет,2008,1.0
4617422,Идринский сельсовет,2006,42.0
4617422,Идринский сельсовет,2007,42.0
4617422,Идринский сельсовет,2008,15.0
4617428,Никольский сельсовет,2006,1.0
4617428,Никольский сельсовет,2007,1.0
4617428,Никольский сельсовет,2008,1.0
4617437,Отрокский сельсовет,2007,1.0
4617437,Отрокский сельсовет,2008,1.0
4617440,Романовский сельсовет,2008,1.0
4617450,Центральный сельсовет,2006,1.0
4617450,Центральный сельсовет,2007,1.0
4617450,Центральный сельсовет,2008,1.0
4618000,Иланский муниципальный район,2008,200.0
4618000,Иланский муниципальный район,2009,200.0
4618000,Иланский муниципальный район,2010,200.0
4618000,Иланский муниципальный район,2011,150.0
4618101,город Иланский,2008,200.0
4618101,город Иланский,2009,200.0
4618101,город Иланский,2010,200.0
4618101,город Иланский,2011,150.0
4619000,Ирбейский муниципальный район,2006,122.0
4619000,Ирбейский муниципальный район,2007,122.0
4619000,Ирбейский муниципальный район,2008,119.0
4619000,Ирбейский муниципальный район,2014,0.0
4619000,Ирбейский муниципальный район,2015,1.0
4619000,Ирбейский муниципальный район,2016,1.0
4619413,Ирбейский сельсовет,2006,122.0
4619413,Ирбейский сельсовет,2007,122.0
4619413,Ирбейский сельсовет,2008,119.0
4619422,Петропавловский сельсовет,2015,1.0
4619422,Петропавловский сельсовет,2016,1.0
4620000,Казачинский муниципальный район,2006,44.0
4620000,Казачинский муниципальный район,2007,44.0
4620000,Казачинский муниципальный район,2008,35.0
4620000,Казачинский муниципальный район,2009,35.0
4620000,Казачинский муниципальный район,2013,0.0
4620413,Казачинский сельсовет,2006,44.0
4620413,Казачинский сельсовет,2007,44.0
4620413,Казачинский сельсовет,2008,35.0
4620413,Казачинский сельсовет,2009,35.0
4621000,Канский муниципальный район,2008,15.0
4621000,Канский муниципальный район,2015,0.0
4621402,Амонашенский сельсовет,2008,4.0
4621419,Георгиевский сельсовет,2008,10.0
4621440,Чечеульский сельсовет,2008,1.0
4622000,Каратузский муниципальный район,2006,67.0
4622000,Каратузский муниципальный район,2007,67.0
4622000,Каратузский муниципальный район,2008,67.0
4622000,Каратузский муниципальный район,2009,67.0
4622000,Каратузский муниципальный район,2010,67.0
4622000,Каратузский муниципальный район,2011,67.0
4622000,Каратузский муниципальный район,2012,55.0
4622000,Каратузский муниципальный район,2013,55.0
4622000,Каратузский муниципальный район,2014,55.0
4622407,Каратузский сельсовет,2006,67.0
4622407,Каратузский сельсовет,2007,67.0
4622407,Каратузский сельсовет,2008,67.0
4622407,Каратузский сельсовет,2009,67.0
4622407,Каратузский сельсовет,2010,67.0
4622407,Каратузский сельсовет,2011,67.0
4622407,Каратузский сельсовет,2012,55.0
4622407,Каратузский сельсовет,2013,55.0
4622407,Каратузский сельсовет,2014,55.0
