oktmo,name,year,fallinghousesdwellers
1704000,город Белокуриха,2012,19.0
1704000,город Белокуриха,2013,20.0
1705000,город Бийск,2008,726.0
1705000,город Бийск,2009,736.0
1705000,город Бийск,2010,9800.0
1705000,город Бийск,2011,9800.0
1705000,город Бийск,2012,9800.0
1705000,город Бийск,2013,7126.0
1705000,город Бийск,2014,6180.0
1710000,город Камень-на-Оби,2012,262.0
1710000,город Камень-на-Оби,2013,267.0
1710000,город Камень-на-Оби,2014,136.0
1713000,город Новоалтайск,2008,118.0
1713000,город Новоалтайск,2009,21.0
1713000,город Новоалтайск,2010,44.0
1713000,город Новоалтайск,2011,150.0
1713000,город Новоалтайск,2012,247.0
1713000,город Новоалтайск,2013,247.0
1713000,город Новоалтайск,2014,27.0
1716000,город Рубцовск,2007,500.0
1716000,город Рубцовск,2008,512.0
1716000,город Рубцовск,2009,412.0
1716000,город Рубцовск,2010,516.0
1716000,город Рубцовск,2011,243.0
1716000,город Рубцовск,2012,243.0
1716000,город Рубцовск,2013,1000.0
1716000,город Рубцовск,2014,100.0
1719000,город Славгород,2007,62.0
1719000,город Славгород,2008,62.0
1719000,город Славгород,2009,90.0
1719000,город Славгород,2010,100.0
1719000,город Славгород,2011,100.0
1719000,город Славгород,2012,0.0
1719000,город Славгород,2013,20.0
1719000,город Славгород,2014,23.0
3605000,Апшеронский муниципальный район,2007,882.0
3605000,Апшеронский муниципальный район,2008,878.0
3605000,Апшеронский муниципальный район,2009,658.0
3605000,Апшеронский муниципальный район,2010,684.0
3605000,Апшеронский муниципальный район,2011,481.0
3605000,Апшеронский муниципальный район,2012,662.0
3605000,Апшеронский муниципальный район,2013,1217.0
3605000,Апшеронский муниципальный район,2014,944.0
3605101,Апшеронское,2007,326.0
3605101,Апшеронское,2008,323.0
3605101,Апшеронское,2009,338.0
3605101,Апшеронское,2010,338.0
3605101,Апшеронское,2011,98.0
3605101,Апшеронское,2012,145.0
3605101,Апшеронское,2013,222.0
3605101,Апшеронское,2014,86.0
3605109,Хадыженское,2007,49.0
3605109,Хадыженское,2008,49.0
3605109,Хадыженское,2009,49.0
3605109,Хадыженское,2010,71.0
3605109,Хадыженское,2011,83.0
3605109,Хадыженское,2012,134.0
3605109,Хадыженское,2013,371.0
3605109,Хадыженское,2014,227.0
3605157,Нефтегорское,2007,125.0
3605157,Нефтегорское,2008,125.0
3605157,Нефтегорское,2009,125.0
3605157,Нефтегорское,2010,167.0
3605157,Нефтегорское,2011,255.0
3605157,Нефтегорское,2012,370.0
3605157,Нефтегорское,2013,435.0
3605157,Нефтегорское,2014,453.0
3605407,Кабардинское,2007,26.0
3605407,Кабардинское,2008,26.0
3605407,Кабардинское,2009,26.0
3605407,Кабардинское,2010,26.0
3605407,Кабардинское,2013,114.0
3605407,Кабардинское,2014,114.0
3605410,Кубанское,2007,189.0
3605410,Кубанское,2008,189.0
3605410,Кубанское,2009,68.0
3605410,Кубанское,2010,25.0
3605410,Кубанское,2013,20.0
3605410,Кубанское,2014,20.0
3605413,Куринское,2007,39.0
3605413,Куринское,2008,39.0
3605413,Куринское,2009,39.0
3605413,Куринское,2010,39.0
3605413,Куринское,2011,31.0
3605413,Куринское,2013,22.0
3605413,Куринское,2014,22.0
3605416,Мезмайское,2007,84.0
3605416,Мезмайское,2008,83.0
3605416,Мезмайское,2010,4.0
3605416,Мезмайское,2011,3.0
3605416,Мезмайское,2012,2.0
3605416,Мезмайское,2013,2.0
3605418,Нижегородское,2007,2.0
3605418,Нижегородское,2008,2.0
3605418,Нижегородское,2009,2.0
3605418,Нижегородское,2010,2.0
