oktmo,name,year,hospitalcap
4626402,Балахтонский сельсовет,2012,10.0
4626402,Балахтонский сельсовет,2013,10.0
4628000,Краснотуранский муниципальный район,2011,208.0
4628000,Краснотуранский муниципальный район,2012,89.0
4628000,Краснотуранский муниципальный район,2013,78.0
4628404,Беллыкский сельсовет,2011,30.0
4628404,Беллыкский сельсовет,2012,8.0
4628404,Беллыкский сельсовет,2013,7.0
4628413,Краснотуранский сельсовет,2011,178.0
4628413,Краснотуранский сельсовет,2012,81.0
4628413,Краснотуранский сельсовет,2013,71.0
4630000,Курагинский муниципальный район,2011,612.0
4630000,Курагинский муниципальный район,2012,336.0
4630000,Курагинский муниципальный район,2013,336.0
4630102,город Артемовск,2011,60.0
4630102,город Артемовск,2012,60.0
4630102,город Артемовск,2013,60.0
4630151,поселок Курагино,2011,352.0
4630151,поселок Курагино,2012,176.0
4630151,поселок Курагино,2013,176.0
4630152,поселок Большая Ирба,2011,80.0
4630152,поселок Большая Ирба,2012,40.0
4630152,поселок Большая Ирба,2013,40.0
4630154,поселок Краснокаменск,2011,120.0
4630154,поселок Краснокаменск,2012,60.0
4630154,поселок Краснокаменск,2013,60.0
4631000,Манский муниципальный район,2011,444.0
4631000,Манский муниципальный район,2012,202.0
4631000,Манский муниципальный район,2013,70.0
4631416,Нарвинский сельсовет,2011,40.0
4631437,Шалинский сельсовет,2011,404.0
4631437,Шалинский сельсовет,2012,202.0
4631437,Шалинский сельсовет,2013,70.0
4633000,Минусинский муниципальный район,2011,266.0
4633000,Минусинский муниципальный район,2012,219.0
4633000,Минусинский муниципальный район,2013,194.0
4633402,Тесинский сельсовет,2011,40.0
4633402,Тесинский сельсовет,2012,25.0
4633402,Тесинский сельсовет,2013,20.0
4633410,Городокский сельсовет,2011,30.0
4633410,Городокский сельсовет,2012,14.0
4633410,Городокский сельсовет,2013,14.0
4633413,Знаменский сельсовет,2011,30.0
4633413,Знаменский сельсовет,2012,14.0
4633413,Знаменский сельсовет,2013,14.0
4633420,Лугавский сельсовет,2011,166.0
4633420,Лугавский сельсовет,2012,166.0
4633420,Лугавский сельсовет,2013,166.0
4635000,Мотыгинский муниципальный район,2011,286.0
4635000,Мотыгинский муниципальный район,2012,135.0
4635000,Мотыгинский муниципальный район,2013,135.0
4635151,поселок Мотыгино,2011,148.0
4635151,поселок Мотыгино,2012,66.0
4635151,поселок Мотыгино,2013,71.0
4635154,поселок Раздолинск,2011,26.0
4635154,поселок Раздолинск,2012,13.0
4635154,поселок Раздолинск,2013,11.0
4635407,Кулаковский сельсовет,2011,18.0
4635407,Кулаковский сельсовет,2012,9.0
4635407,Кулаковский сельсовет,2013,9.0
4635410,Машуковский сельсовет,2011,16.0
4635410,Машуковский сельсовет,2012,8.0
4635410,Машуковский сельсовет,2013,7.0
4635412,Новоангарский сельсовет,2011,20.0
4635412,Новоангарский сельсовет,2012,10.0
4635412,Новоангарский сельсовет,2013,10.0
4635413,Орджоникидзевский сельсовет,2011,20.0
4635413,Орджоникидзевский сельсовет,2012,10.0
4635413,Орджоникидзевский сельсовет,2013,10.0
4635416,Партизанский сельсовет,2011,14.0
4635416,Партизанский сельсовет,2012,7.0
4635416,Партизанский сельсовет,2013,7.0
4635419,Первомайский сельсовет,2011,24.0
4635419,Первомайский сельсовет,2012,12.0
4635419,Первомайский сельсовет,2013,10.0
4637000,Назаровский муниципальный район,2011,108.0
4637000,Назаровский муниципальный район,2012,108.0
4637000,Назаровский муниципальный район,2013,54.0
4637407,Гляденский сельсовет,2011,30.0
4637407,Гляденский сельсовет,2012,30.0
4637413,Красносопкинский сельсовет,2011,16.0
4637413,Красносопкинский сельсовет,2012,16.0
4637428,Сахаптинский сельсовет,2011,16.0
4637428,Сахаптинский сельсовет,2012,16.0
4637431,Краснополянский сельсовет,2011,16.0
4637431,Краснополянский сельсовет,2012,16.0
4637431,Краснополянский сельсовет,2013,39.0
4637437,Степновский сельсовет,2011,30.0
4637437,Степновский сельсовет,2012,30.0
4637437,Степновский сельсовет,2013,15.0
4639000,Нижнеингашский муниципальный район,2011,1278.0
4639000,Нижнеингашский муниципальный район,2012,158.0
4639000,Нижнеингашский муниципальный район,2013,759.0
4639151,поселок Нижний Ингаш,2011,366.0
