oktmo,name,year,cinemas
1639456,Селекционный сельсовет,2009,1.0
1639459,Семеновский сельсовет.,2008,1.0
1639462,Славгородский сельсовет,2007,1.0
1639462,Славгородский сельсовет,2008,1.0
1639462,Славгородский сельсовет,2009,1.0
1639462,Славгородский сельсовет,2010,1.0
1639462,Славгородский сельсовет,2011,1.0
1640000,Смоленский муниципальный район,2007,1.0
1640000,Смоленский муниципальный район,2008,1.0
1640000,Смоленский муниципальный район,2009,1.0
1640000,Смоленский муниципальный район,2010,1.0
1640000,Смоленский муниципальный район,2011,1.0
1640000,Смоленский муниципальный район,2012,1.0
1640456,Смоленский сельсовет,2007,1.0
1640456,Смоленский сельсовет,2008,1.0
1640456,Смоленский сельсовет,2009,1.0
1640456,Смоленский сельсовет,2010,1.0
1640456,Смоленский сельсовет,2011,1.0
1640456,Смоленский сельсовет,2012,1.0
1641000,Суетский муниципальный район,2009,1.0
1641000,Суетский муниципальный район,2010,1.0
1641000,Суетский муниципальный район,2011,1.0
1641000,Суетский муниципальный район,2012,1.0
1641413,Верх-Суетский сельсовет,2009,1.0
1641413,Верх-Суетский сельсовет,2010,1.0
1641413,Верх-Суетский сельсовет,2011,1.0
1641413,Верх-Суетский сельсовет,2012,1.0
1642000,Советский муниципальный район,2008,1.0
1642000,Советский муниципальный район,2009,1.0
1642452,Советский сельсовет,2008,1.0
1642452,Советский сельсовет,2009,1.0
1643000,Солонешенский муниципальный район,2009,1.0
1643000,Солонешенский муниципальный район,2010,1.0
1643450,Солонешенский сельсовет,2009,1.0
1643450,Солонешенский сельсовет,2010,1.0
1644000,Солтонский муниципальный район,2007,7.0
1644000,Солтонский муниципальный район,2008,8.0
1644000,Солтонский муниципальный район,2009,6.0
1644412,Березовский сельсовет .,2007,1.0
1644412,Березовский сельсовет .,2008,1.0
1644412,Березовский сельсовет .,2009,1.0
1644427,Кумандинский национальный сельсовет,2007,1.0
1644427,Кумандинский национальный сельсовет,2008,1.0
1644436,Макарьевский сельсовет,2008,1.0
1644447,Ненинский сельсовет,2007,1.0
1644447,Ненинский сельсовет,2008,1.0
1644447,Ненинский сельсовет,2009,1.0
1644450,Нижнененинский сельсовет,2007,1.0
1644450,Нижнененинский сельсовет,2008,1.0
1644450,Нижнененинский сельсовет,2009,1.0
1644470,Сайдыпский сельсовет,2007,1.0
1644470,Сайдыпский сельсовет,2008,1.0
1644470,Сайдыпский сельсовет,2009,1.0
1644481,Солтонский сельсовет,2007,1.0
1644481,Солтонский сельсовет,2008,1.0
1644481,Солтонский сельсовет,2009,1.0
1644492,Сузопский сельсовет,2007,1.0
1644492,Сузопский сельсовет,2008,1.0
1644492,Сузопский сельсовет,2009,1.0
1645000,Шелаболихинский муниципальный район,2007,1.0
1645000,Шелаболихинский муниципальный район,2008,1.0
1645000,Шелаболихинский муниципальный район,2009,1.0
1645410,Верх-Кучукский сельсовет,2007,1.0
1645410,Верх-Кучукский сельсовет,2008,1.0
1645410,Верх-Кучукский сельсовет,2009,1.0
1646000,Табунский муниципальный район,2007,2.0
1646000,Табунский муниципальный район,2008,2.0
1646000,Табунский муниципальный район,2009,3.0
1646407,Алтайский сельсовет,2007,1.0
1646407,Алтайский сельсовет,2008,1.0
1646407,Алтайский сельсовет,2009,1.0
1646466,Табунский сельсовет,2007,1.0
1646466,Табунский сельсовет,2008,1.0
1646466,Табунский сельсовет,2009,2.0
